Channel,SurveyId,ExperienceDate,ResponseId,Name,Phrase,Type,Label,ResponseType,Answer
Hannaford Delivery,VwJxl1QhMoAlNVsgABJc1g4C,2020-12-16 00:00:00,SBD8729Q024,"If the store associate indicated an issue with your order, how would you rate the associate on the following:Resolution for the problem/issue.","If the store associate indicated an issue with your order, how would you rate the associate on the following:Resolution for the problem/issue.",CQ,Order Issue Resolution,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,AdcAR10h5YhMs1F4dYhxkg4C,2020-12-16 00:00:00,SBD8729Q033,Ability to select desired delivery date and time,Ability to select desired delivery date and time,CQ,Date/Time Selection,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,EdIMRVJZRJ08x1RthAR4ZQ4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,Monthly
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q031,Overall prices,Overall prices,CQ,Price,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,UUI4pJJlwINl5okQYt4wsQ4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Female
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q015,Did you receive any substitutions in your order?,Did you receive any substitutions in your order?,CQ,Substitutions,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,UUI4pJJlwINl5okQYt4wsQ4C,2020-12-16 00:00:00,SBD8729Q010,Did you or are you going to return or exchange any portion of your order?,Did you or are you going to return or exchange any portion of your order?,CQ,Return Items,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q029,Quality of fresh items,Quality of fresh items,CQ,Fresh Items,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,This was my first  purchase
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q031,Overall prices,Overall prices,CQ,Price,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,tBpoBh5cgowUdJ0Apl5JZQ4C,2020-12-16 00:00:00,PAT0442021,How satisfied were you with the substitution(s) that were made to your order?,How satisfied were you with the substitution(s) that were made to your order?,CQ,Substitutions Rating,RADIO_BUTTON_SCALE_NO_DONT_KNOW,Very Satisfied=10
Hannaford Delivery,cw0Yol9RsBVpBNw9cocp5A4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,A0RR1pAx1otE9pAZVRwgIg4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,A0RR1pAx1otE9pAZVRwgIg4C,2020-12-16 00:00:00,SBD8729Q036,Personalized offers,Personalized offers,CQ,Personalization,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,AdcAR10h5YhMs1F4dYhxkg4C,2020-12-16 00:00:00,SBD8729Q043,Which age range do you fall into?,Which age range do you fall into?,CQ,Age,SELECT_ONE_DROPDOWN,55-64
Hannaford Delivery,MMsMIElhksUF8oxJVhsMdA4C,2020-12-16 00:00:00,SBD8729Q015,Did you receive any substitutions in your order?,Did you receive any substitutions in your order?,CQ,Substitutions,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,Weekly
Hannaford Delivery,EdIMRVJZRJ08x1RthAR4ZQ4C,2020-12-16 00:00:00,SBD8729Q015,Did you receive any substitutions in your order?,Did you receive any substitutions in your order?,CQ,Substitutions,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,wlV0gpVhQ9tpkthEldk5Zw4C,2020-12-16 00:00:00,SBD8729Q036,Personalized offers,Personalized offers,CQ,Personalization,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,5
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,This was my first  purchase
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q032,"Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability","Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability",CQ,Item Availability,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q005,When was your order delivered?,When was your order delivered?,CQ,Order Delivery Time,RADIO_BUTTON_ONE_UP_VERTICAL,Two days after I placed my order
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q038,Which of the following online grocery service(s) have you used? (Please select all that apply),Which of the following online grocery service(s) have you used? (Please select all that apply),CQ,Specify Online Grocers,CHECKBOX_ONE_UP_VERTICAL,Whole Foods
Hannaford Delivery,tBpoBh5cgowUdJ0Apl5JZQ4C,2020-12-16 00:00:00,SBD8729Q038,Which of the following online grocery service(s) have you used? (Please select all that apply),Which of the following online grocery service(s) have you used? (Please select all that apply),CQ,Specify Online Grocers,CHECKBOX_ONE_UP_VERTICAL,ShopRite from Home/ShopRite.com|Walmart.com
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,Yes - Hannaford in-store
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,Yes - Both
Hannaford Delivery,UUI4pJJlwINl5okQYt4wsQ4C,2020-12-16 00:00:00,SBD8729Q022,Were you contacted by Hannaford regarding your order?,Were you contacted by Hannaford regarding your order?,CQ,Contact,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,VwJxl1QhMoAlNVsgABJc1g4C,2020-12-16 00:00:00,SBD8729Q029,Quality of fresh items,Quality of fresh items,CQ,Fresh Items,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,9
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,AdcAR10h5YhMs1F4dYhxkg4C,2020-12-16 00:00:00,SBD8729Q032,"Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability","Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability",CQ,Item Availability,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q025,Overall attitude/manner,Overall attitude/manner,CQ,Manner/Attitude,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,MMsMIElhksUF8oxJVhsMdA4C,2020-12-16 00:00:00,SBD8729Q043,Which age range do you fall into?,Which age range do you fall into?,CQ,Age,SELECT_ONE_DROPDOWN,35-44
Hannaford Delivery,EdIMRVJZRJ08x1RthAR4ZQ4C,2020-12-16 00:00:00,SBD8729Q005,When was your order delivered?,When was your order delivered?,CQ,Order Delivery Time,RADIO_BUTTON_ONE_UP_VERTICAL,Two days after I placed my order
Hannaford Delivery,A0RR1pAx1otE9pAZVRwgIg4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Female
Hannaford Delivery,A0RR1pAx1otE9pAZVRwgIg4C,2020-12-16 00:00:00,SBD8729Q025,Overall attitude/manner,Overall attitude/manner,CQ,Manner/Attitude,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Not Applicable
